release_date,movie,production_budget,domestic_gross,domestic_profit,domestic_ROI,Year
6/30/2010,The Twilight Saga: Eclipse,68000000,300531751,232531751,341.9584574,2010
6/22/2012,Abraham Lincoln: Vampire Hunter,67500000,37519139,-29980861,-44.41609037,2012
3/2/2012,Doctor Seuss' The Lorax,67500000,214030500,146530500,217.0822222,2012
3/14/2014,Need for Speed,66000000,43568507,-22431493,-33.98711061,2014
10/26/2018,Air Strike,65000000,0,-65000000,-100,2018
12/19/2014,Annie,65000000,85911262,20911262,32.17117231,2014
11/5/2010,Due Date,65000000,100539043,35539043,54.67545077,2010
9/18/2015,Everest,65000000,43482270,-21517730,-33.1042,2015
2/27/2015,Focus,65000000,53862963,-11137037,-17.13390308,2015
7/13/2018,Hotel Transylvania 3: Summer Vacation,65000000,167500092,102500092,157.6924492,2018
1/24/2014,"I, Frankenstein",65000000,19075290,-45924710,-70.6534,2014
12/25/2012,Les Miserables,65000000,148809770,83809770,128.9381077,2012
11/9/2012,Lincoln,65000000,182207973,117207973,180.3199585,2012
12/25/2016,Live by Night,65000000,10378555,-54621445,-84.03299231,2016
8/12/2016,Peteâs Dragon,65000000,76233151,11233151,17.28177077,2016
11/21/2012,Red Dawn,65000000,44806783,-20193217,-31.06648769,2012
9/14/2012,Resident Evil: Retribution,65000000,42345531,-22654469,-34.85302923,2012
8/22/2014,Sin City: A Dame to Kill For,65000000,13757804,-51242196,-78.83414769,2014
6/5/2015,Spy!,65000000,110825712,45825712,70.50109538,2015
5/16/2012,The Dictator,65000000,59650222,-5349778,-8.230427692,2012
2/17/2012,This Means War,65000000,54760791,-10239209,-15.75262923,2012
9/4/2015,Tian jiang xiong shi,65000000,74070,-64925930,-99.88604615,2015
12/25/2014,Unbroken,65000000,115637895,50637895,77.90445385,2014
9/15/2017,American Assassin,63000000,36249674,-26750326,-42.46083492,2017
4/1/2011,Hop,63000000,108085305,45085305,71.56397619,2011
12/25/2015,The Hateful Eight,62000000,54117416,-7882584,-12.71384516,2015
8/2/2013,2 Guns,61000000,75612460,14612460,23.95485246,2013
1/11/2019,A Dogâs Way Home,61000000,41952715,-19047285,-31.22505738,2019
10/3/2014,Gone Girl,61000000,167767189,106767189,175.0281787,2014
1/26/2018,Maze Runner: The Death Cure,61000000,58032443,-2967557,-4.864847541,2018
9/18/2015,Maze Runner: The Scorch Trials,61000000,81697192,20697192,33.92982295,2015
2/19/2016,Mei Ren Yu,60720000,3229457,-57490543,-94.68139493,2016
5/25/2017,Baywatch,60000000,58060186,-1939814,-3.233023333,2017
2/8/2019,Cold Pursuit,60000000,32138862,-27861138,-46.43523,2019
9/9/2011,Contagion,60000000,75658097,15658097,26.09682833,2011
8/13/2010,Eat Pray Love,60000000,80574010,20574010,34.29001667,2010
1/29/2010,Edge of Darkness,60000000,43313890,-16686110,-27.81018333,2010
10/12/2018,First Man,60000000,44936545,-15063455,-25.10575833,2018
1/11/2013,Gangster Squad,60000000,46000903,-13999097,-23.33182833,2013
12/21/2012,Jack Reacher,60000000,80070736,20070736,33.45122667,2012
10/21/2016,Jack Reacher: Never Go Back,60000000,58697076,-1302924,-2.17154,2016
1/17/2014,Jack Ryan: Shadow Recruit,60000000,50577412,-9422588,-15.70431333,2014
12/25/2015,Joy,60000000,56451232,-3548768,-5.914613333,2015
3/4/2016,London Has Fallen,60000000,62524260,2524260,4.2071,2016
1/23/2015,Mortdecai,60000000,7696134,-52303866,-87.17311,2015
8/17/2012,ParaNorman,60000000,56003051,-3996949,-6.661581667,2012
5/13/2011,Priest,60000000,29136626,-30863374,-51.43895667,2011
10/15/2010,Red,60000000,90380162,30380162,50.63360333,2010
2/24/2017,Rock Dog,60000000,9420546,-50579454,-84.29909,2017
4/7/2017,Smurfs: The Lost Village,60000000,45020282,-14979718,-24.96619667,2017
9/9/2016,Sully,60000000,125070033,65070033,108.450055,2016
9/26/2014,The Boxtrolls,60000000,50837305,-9162695,-15.27115833,2014
8/4/2017,The Dark Tower,60000000,50701325,-9298675,-15.49779167,2017
2/7/2014,The Lego Movie,60000000,257784718,197784718,329.6411967,2014
8/21/2013,The Mortal Instruments: City of Bones,60000000,31165421,-28834579,-48.05763167,2013
12/11/2015,The Ridiculous 6,60000000,0,-60000000,-100,2015
9/21/2012,Trouble with the Curve,60000000,35763137,-24236863,-40.39477167,2012
12/25/2018,Vice,60000000,47836282,-12163718,-20.27286333,2018
2/14/2014,Winterâs Tale,60000000,12600231,-47399769,-78.999615,2014
2/5/2016,Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,60000000,709982,-59290018,-98.81669667,2016
11/8/2019,Midway,59500000,0,-59500000,-100,2019
3/23/2018,Sherlock Gnomes,59000000,43242871,-15757129,-26.70699831,2018
1/25/2019,The Kid Who Would Be King,59000000,16790790,-42209210,-71.5410339,2019
12/25/2014,American Sniper,58000000,350126372,292126372,503.6661586,2014
2/12/2016,Deadpool,58000000,363070709,305070709,525.983981,2016
10/16/2015,Goosebumps,58000000,80069458,22069458,38.05078966,2015
3/24/2017,Life,58000000,30234022,-27765978,-47.87237586,2017
1/20/2012,Red Tails,58000000,49876377,-8123623,-14.00624655,2012
6/7/2013,The Internship,58000000,44672764,-13327236,-22.9779931,2013
9/10/2010,Resident Evil: Afterlife,57500000,60128566,2628566,4.57141913,2010
6/15/2012,That's My Boy,57500000,36931089,-20568911,-35.77201913,2012
2/17/2012,Ghost Rider: Spirit of Vengeance,57000000,51774002,-5225998,-9.168417544,2012
12/25/2014,Into the Woods,56200000,128002372,71802372,127.7622278,2014
1/22/2016,Zhuo yao ji,56000000,32766,-55967234,-99.94148929,2016
2/23/2018,Annihilation,55000000,32732301,-22267699,-40.48672545,2018
11/2/2018,Bohemian Rhapsody,55000000,216303339,161303339,293.2787982,2018
2/1/2013,Bullet to the Head,55000000,9489829,-45510171,-82.74576545,2013
11/24/2010,Burlesque,55000000,39440655,-15559345,-28.28971818,2010
10/11/2013,Captain Phillips,55000000,107136417,52136417,94.79348545,2013
10/16/2015,Crimson Peak,55000000,31090320,-23909680,-43.47214545,2015
4/9/2010,Date Night,55000000,98711404,43711404,79.47528,2010
2/10/2017,Fifty Shades Darker,55000000,114434010,59434010,108.0618364,2017
2/9/2018,Fifty Shades Freed,55000000,100407760,45407760,82.55956364,2018
11/1/2013,Free Birds,55000000,55750480,750480,1.364509091,2013
8/19/2016,Kubo and the Two Strings,55000000,48023088,-6976912,-12.68529455,2016
6/17/2011,Mr. Poppers's Penguins,55000000,68224452,13224452,24.04445818,2011
3/21/2014,Muppets Most Wanted,55000000,51178893,-3821107,-6.947467273,2014
11/10/2017,Murder on the Orient Express,55000000,102826543,47826543,86.95735091,2017
1/16/2015,Paddington,55000000,76223578,21223578,38.58832364,2015
9/26/2014,The Equalizer,55000000,101530738,46530738,84.60134182,2014
4/27/2012,The Pirates! Band of Misfits,55000000,31051126,-23948874,-43.54340727,2012
7/27/2012,The Watch,55000000,34353000,-20647000,-37.54,2012
9/18/2015,Black Mass,53000000,62575678,9575678,18.06731698,2015
12/19/2012,Zero Dark Thirty,52500000,95720716,43220716,82.32517333,2012
2/5/2010,From Paris With Love,52000000,24077427,-27922573,-53.69725577,2010
8/5/2011,The Change-Up,52000000,37243418,-14756582,-28.37804231,2011
2/12/2010,Valentine's Day,52000000,110485654,58485654,112.4724115,2010
8/17/2018,Alpha,51000000,35851379,-15148621,-29.70317843,2018
3/4/2011,The Adjustment Bureau,50200000,62495645,12295645,24.49331673,2011
1/15/2016,13 Hours: The Secret Soldiers of Benghazi,50000000,52853219,2853219,5.706438,2016
6/13/2014,22 Jump Street,50000000,191719337,141719337,283.438674,2014
9/29/2017,American Made,50000000,51342000,1342000,2.684,2017
4/6/2012,American Reunion,50000000,56758835,6758835,13.51767,2012
12/18/2013,Anchorman 2: The Legend Continues,50000000,127352707,77352707,154.705414,2013
11/8/2019,Arctic Dogs,50000000,0,-50000000,-100,2019
2/14/2013,Beautiful Creatures,50000000,19452138,-30547862,-61.095724,2013
6/17/2016,Central Intelligence,50000000,127440871,77440871,154.881742,2016
4/17/2015,Child 44,50000000,1224330,-48775670,-97.55134,2015
7/29/2011,"Crazy, Stupid, Love",50000000,84351197,34351197,68.702394,2011
11/21/2018,Creed II,50000000,115715889,65715889,131.431778,2018
12/25/2015,Daddyâs Home,50000000,150357137,100357137,200.714274,2015
8/9/2013,Disney Planes,50000000,90282580,40282580,80.56516,2013
9/30/2011,Dream House,50000000,21302340,-28697660,-57.39532,2011
2/25/2011,Drive Angry,50000000,10721033,-39278967,-78.557934,2011
2/16/2018,Early Man,50000000,8267544,-41732456,-83.464912,2018
6/24/2016,Free State of Jones,50000000,20810036,-29189964,-58.379928,2016
1/25/2013,Hansel & Gretel: Witch Hunters,50000000,55703475,5703475,11.40695,2013
4/12/2019,Hellboy,50000000,21903748,-28096252,-56.192504,2019
10/15/2010,Hereafter,50000000,32746941,-17253059,-34.506118,2010
2/18/2011,I am Number Four,50000000,55100437,5100437,10.200874,2011
8/8/2014,Into the Storm,50000000,47602194,-2397806,-4.795612,2014
6/4/2010,Marmaduke,50000000,33644788,-16355212,-32.710424,2010
9/23/2011,Moneyball,50000000,75605492,25605492,51.210984,2011
2/28/2014,Non-Stop,50000000,91742160,41742160,83.48432,2014
2/9/2018,Peter Rabbit,50000000,115234093,65234093,130.468186,2018
7/18/2014,Planes: Fire and Rescue,50000000,59157732,9157732,18.315464,2014
3/13/2015,Run All Night,50000000,26461644,-23538356,-47.076712,2015
10/2/2015,Shanghai,50000000,46425,-49953575,-99.90715,2015
9/16/2016,Snowden,50000000,21587519,-28412481,-56.824962,2016
6/10/2011,Super 8,50000000,127004179,77004179,154.008358,2011
6/29/2012,Ted,50000000,218665740,168665740,337.33148,2012
10/17/2014,The Book of Life,50000000,50151543,151543,0.303086,2014
7/28/2017,The Emoji Movie,50000000,86089513,36089513,72.179026,2017
3/29/2013,The Host,50000000,26623701,-23376299,-46.752598,2013
10/10/2014,The Judge,50000000,47119388,-2880612,-5.761224,2014
12/14/2018,The Mule,50000000,103804407,53804407,107.608814,2018
5/20/2016,The Nice Guys,50000000,36261763,-13738237,-27.476474,2016
12/22/2017,The Post,50000000,81903458,31903458,63.806916,2017
11/22/2019,The Rhythm Section,50000000,0,-50000000,-100,2019
3/15/2013,Upside Down,50000000,102118,-49897882,-99.795764,2013
8/19/2016,War Dogs,50000000,43034523,-6965477,-13.930954,2016
12/23/2011,We Bought a Zoo,50000000,75624550,25624550,51.2491,2011
4/8/2011,Your Highness,50000000,21596445,-28403555,-56.80711,2011
2/12/2016,Zoolander 2,50000000,28848693,-21151307,-42.302614,2016
9/20/2019,Ad Astra,49800000,0,-49800000,-100,2019
11/16/2012,Anna Karenina,49000000,12816367,-36183633,-73.84414898,2012
3/6/2015,Chappie,49000000,31569268,-17430732,-35.57292245,2015
11/16/2018,Instant Family,48000000,67363237,19363237,40.34007708,2018
1/9/2015,Taken 3,48000000,89256424,41256424,85.95088333,2015
1/22/2010,Tooth Fairy,48000000,60022256,12022256,25.04636667,2010
7/13/2016,The Infiltrator,47500000,15436808,-32063192,-67.50145684,2016
11/11/2016,Arrival,47000000,100546139,53546139,113.9279553,2016
6/18/2010,Jonah Hex,47000000,10547117,-36452883,-77.55932553,2010
11/1/2013,Mr. Nobody,46500000,3622,-46496378,-99.99221075,2013
12/23/2016,Silence,46500000,7100177,-39399823,-84.73080215,2016
9/20/2013,Prisoners,46000000,61002302,15002302,32.6137,2013
12/31/2010,Arthur and the War of Two Worlds,45500000,347136,-45152864,-99.23706374,2010
6/16/2017,All Eyez on Me,45000000,44922302,-77698,-0.172662222,2017
5/23/2014,Blended,45000000,46290741,1290741,2.868313333,2014
9/21/2012,Dredd,45000000,13414714,-31585286,-70.18952444,2012
12/31/2012,Foodfight!,45000000,0,-45000000,-100,2012
10/21/2011,Johnny English Reborn,45000000,8406711,-36593289,-81.31842,2011
12/9/2016,Office Christmas Party,45000000,54767494,9767494,21.70554222,2016
12/22/2017,Pitch Perfect 3,45000000,104897530,59897530,133.1056222,2017
7/6/2012,Savages,45000000,47323100,2323100,5.162444444,2012
10/5/2012,Taken 2,45000000,139854287,94854287,210.7873044,2012
3/19/2010,The Bounty Hunter,45000000,67061228,22061228,49.02495111,2010
2/19/2010,The Ghost Writer,45000000,15541549,-29458451,-65.46322444,2010
10/7/2016,The Girl on the Train,45000000,75395035,30395035,67.54452222,2016
11/23/2011,The Muppets,45000000,88625922,43625922,96.94649333,2011
10/28/2011,The Rum Diary,45000000,13109815,-31890185,-70.86707778,2011
5/3/2019,UglyDolls,45000000,19894664,-25105336,-55.78963556,2019
12/21/2018,Welcome to Marwen,45000000,10763520,-34236480,-76.08106667,2018
10/12/2012,Argo,44500000,136025503,91525503,205.6752876,2012
7/30/2010,Charlie St. Cloud,44000000,31206263,-12793737,-29.076675,2010
2/6/2014,The Interview,44000000,6105175,-37894825,-86.12460227,2014
1/6/2017,A Monster Calls,43000000,3740823,-39259177,-91.30041163,2017
11/9/2018,The Girl in the Spiderâs Web,43000000,14828555,-28171445,-65.51498837,2018
6/28/2013,The Heat,43000000,159581587,116581587,271.1199698,2013
1/28/2011,The Mechanic,42500000,29121498,-13378502,-31.47882824,2011
3/16/2012,21 Jump Street,42000000,138447667,96447667,229.6373024,2012
10/12/2012,Here Comes the Boom,42000000,45290318,3290318,7.834090476,2012
12/25/2018,Holmes & Watson,42000000,30568743,-11431257,-27.21727857,2018
1/27/2012,Man on a Ledge,42000000,18620000,-23380000,-55.66666667,2012
5/28/2010,Micmacs,42000000,1259693,-40740307,-97.00073095,2010
1/27/2012,One for the Money,42000000,26414527,-15585473,-37.10826905,2012
12/31/2015,Pourquoi j'ai pas mangÃ© mon pÃ¨re,42000000,0,-42000000,-100,2015
3/11/2011,Red Riding Hood,42000000,37662162,-4337838,-10.32818571,2011
5/12/2017,Snatched,42000000,45852178,3852178,9.171852381,2017
12/3/2010,The Warrior's Way,42000000,5666340,-36333660,-86.50871429,2010
5/31/2019,Rocketman,41000000,57342725,16342725,39.86030488,2019
10/14/2011,The Big Year,41000000,7204138,-33795862,-82.42893171,2011
5/30/2014,A Million Ways to Die in The West,40000000,42720965,2720965,6.8024125,2014
3/9/2012,A Thousand Words,40000000,18450127,-21549873,-53.8746825,2012
12/13/2013,American Hustle,40000000,150117807,110117807,275.2945175,2013
4/8/2011,Arthur,40000000,33035397,-6964603,-17.4115075,2011
7/10/2015,Baahubali: The Beginning,40000000,6738000,-33262000,-83.155,2015
2/3/2012,Big Miracle,40000000,20157300,-19842700,-49.60675,2012
11/11/2016,Billy Lynnâs Long Halftime Walk,40000000,1738477,-38261523,-95.6538075,2016
10/16/2015,Bridge of Spies,40000000,72313754,32313754,80.784385,2015
8/26/2011,Colombiana,40000000,36665854,-3334146,-8.335365,2011
12/31/2019,Down Under Cover,40000000,0,-40000000,-100,2019
12/31/2014,Dragon Nest Warriors' Dawn,40000000,0,-40000000,-100,2014
11/14/2014,Dumb and Dumber To,40000000,86208010,46208010,115.520025,2014
2/15/2013,Escape From Planet Earth,40000000,57012977,17012977,42.5324425,2013
12/25/2011,Extremely Loud and Incredibly Close,40000000,31847881,-8152119,-20.3802975,2011
2/13/2015,Fifty Shades of Grey,40000000,166167230,126167230,315.418075,2015
8/12/2011,Final Destination 5,40000000,42587643,2587643,6.4691075,2011
3/27/2015,Get Hard,40000000,90411453,50411453,126.0286325,2015
6/4/2010,Get Him to the Greek,40000000,61153526,21153526,52.883815,2010
12/25/2013,Grudge Match,40000000,29807260,-10192740,-25.48185,2013
11/4/2016,Hacksaw Ridge,40000000,67209615,27209615,68.0240375,2016
11/26/2014,Horrible Bosses 2,40000000,54445357,14445357,36.1133925,2014
6/20/2014,Jersey Boys,40000000,47047013,7047013,17.6175325,2014
5/17/2019,John Wick: Chapter 3 â Parabellum,40000000,141744320,101744320,254.3608,2019
2/10/2017,John Wick: Chapter Two,40000000,92029184,52029184,130.07296,2017
6/21/2019,Kursk,40000000,0,-40000000,-100,2019
12/25/2013,Lone Survivor,40000000,125095601,85095601,212.7390025,2013
5/3/2019,Long Shot,40000000,30202860,-9797140,-24.49285,2019
7/25/2014,Lucy,40000000,126573960,86573960,216.4349,2014
8/26/2016,Mechanic: Resurrection,40000000,21218403,-18781597,-46.9539925,2016
11/10/2010,Morning Glory,40000000,31011732,-8988268,-22.47067,2010
8/16/2013,Paranoia,40000000,7388654,-32611346,-81.528365,2013
12/21/2016,Patriots Day,40000000,31886361,-8113639,-20.2840975,2016
3/18/2011,Paul,40000000,37412945,-2587055,-6.4676375,2011
7/9/2010,Predators,40000000,52000688,12000688,30.00172,2010
1/27/2017,Resident Evil: The Final Chapter,40000000,26844692,-13155308,-32.88827,2017
1/15/2016,Ride Along 2,40000000,90862685,50862685,127.1567125,2016
4/15/2011,Scream 4,40000000,38180928,-1819072,-4.54768,2011
1/7/2011,Season of the Witch,40000000,24827228,-15172772,-37.93193,2011
7/18/2014,Sex Tape,40000000,38543473,-1456527,-3.6413175,2014
6/27/2014,Snowpiercer,40000000,4563029,-35436971,-88.5924275,2014
10/14/2016,The Accountant,40000000,86260045,46260045,115.6501125,2016
1/12/2018,The Commuter,40000000,36343858,-3656142,-9.140355,2018
6/10/2016,The Conjuring 2: The Enfield Poltergeist,40000000,102470008,62470008,156.17502,2016
12/31/2018,The Crow,40000000,0,-40000000,-100,2018
9/13/2019,The Goldfinch,40000000,0,-40000000,-100,2019
12/19/2012,The Guilt Trip,40000000,37134215,-2865785,-7.1644625,2012
3/20/2015,The Gunman,40000000,10664749,-29335251,-73.3381275,2015
6/30/2017,The House,40000000,25584504,-14415496,-36.03874,2017
9/21/2018,The House with a Clock in its Walls,40000000,68549695,28549695,71.3742375,2018
3/9/2018,The Hurricane Heist,40000000,6115824,-33884176,-84.71044,2018
12/21/2012,The Impossible,40000000,19019882,-20980118,-52.450295,2012
9/25/2015,The Intern,40000000,75764672,35764672,89.41168,2015
6/11/2010,The Karate Kid,40000000,176591618,136591618,341.479045,2010
3/18/2011,The Lincoln Lawyer,40000000,58009200,18009200,45.023,2011
8/11/2017,The Nut Job 2: Nutty by Nature,40000000,28370522,-11629478,-29.073695,2017
8/15/2012,The Odd Life of Timothy Green,40000000,51853450,11853450,29.633625,2012
4/25/2014,The Other Woman,40000000,83911193,43911193,109.7779825,2014
10/1/2010,The Social Network,40000000,96962694,56962694,142.406735,2010
4/16/2013,Un monstre Ã Paris,40000000,0,-40000000,-100,2013
2/18/2011,Unknown,40000000,63686397,23686397,59.2159925,2011
11/11/2016,USS Indianapolis: Men of Courage,40000000,0,-40000000,-100,2016
11/25/2015,Victor Frankenstein,40000000,5775076,-34224924,-85.56231,2015
11/16/2018,Widows,40000000,42402632,2402632,6.00658,2018
10/5/2012,Frankenweenie,39000000,35287788,-3712212,-9.518492308,2012
8/23/2013,Yi dai zong shi,38600000,6594959,-32005041,-82.91461399,2013
6/2/2017,Captain Underpants: The First Epic Movie,38000000,73921000,35921000,94.52894737,2017
10/8/2010,Life as We Know It,38000000,53374681,15374681,40.45968684,2010
10/20/2017,Only the Brave,38000000,18340051,-19659949,-51.73670789,2017
4/17/2015,Paul Blart: Mall Cop 2,38000000,71091594,33091594,87.08314211,2015
9/6/2013,Riddick,38000000,42025135,4025135,10.59246053,2013
9/20/2013,Rush,38000000,26947624,-11052376,-29.0852,2013
1/22/2016,The 5th Wave,38000000,34912982,-3087018,-8.123731579,2016
9/21/2018,The Sisters Brothers,38000000,3143056,-34856944,-91.7288,2018
10/14/2011,The Thing,38000000,16999934,-21000066,-55.26333158,2011
4/22/2011,Water for Elephants,38000000,58709717,20709717,54.49925526,2011
12/23/2016,Why Him?,38000000,60323786,22323786,58.74680526,2016
9/14/2012,The Master,37500000,16247159,-21252841,-56.67424267,2012
1/11/2019,The Upside,37500000,108235497,70735497,188.627992,2019
5/18/2012,What to Expect When You're Expecting,37500000,41152203,3652203,9.739208,2012
5/29/2015,Aloha,37000000,21052030,-15947970,-43.10262162,2015
2/26/2010,Cop Out,37000000,44875481,7875481,21.28508378,2010
11/25/2015,Creed,37000000,109767581,72767581,196.6691378,2015
9/23/2011,Dolphin Tale,37000000,72286779,35286779,95.36967297,2011
2/23/2018,Game Night,37000000,69179066,32179066,86.97044865,2018
2/12/2016,How to be Single,37000000,46843513,9843513,26.60408919,2016
1/28/2011,The Rite,37000000,33047633,-3952367,-10.68207297,2011
9/17/2010,The Town,37000000,92186262,55186262,149.1520595,2010
8/7/2013,We're the Millers,37000000,150394119,113394119,306.4705919,2013
10/5/2018,A Star is Born,36000000,215288866,179288866,498.0246278,2018
12/16/2016,Collateral Beauty,36000000,31016021,-4983979,-13.84438611,2016
9/12/2014,Dolphin Tale 2,36000000,42024533,6024533,16.73481389,2014
2/11/2011,Gnomeo and Juliet,36000000,99967670,63967670,177.6879722,2011
3/26/2010,Hot Tub Time Machine,36000000,50269859,14269859,39.63849722,2010
4/14/2017,Queen of the Desert,36000000,0,-36000000,-100,2017
5/6/2011,There Be Dragons,36000000,1069334,-34930666,-97.02962778,2011
1/22/2016,Yip Man 3,36000000,2679437,-33320563,-92.55711944,2016
1/19/2018,12 Strong,35000000,45819713,10819713,30.91346571,2018
4/22/2016,A Hologram for the King,35000000,4212494,-30787506,-87.96430286,2016
4/30/2010,A Nightmare on Elm Street,35000000,63075011,28075011,80.21431714,2010
